order_id,order_date,MONTH,YEAR,store_name,product_name,category_name,brand_name,list_price,quantity,discount,total_revenue,net_revenue
6,04/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,1,0.1,599.99,539.991
6,04/01/2016,1,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.07,1999.98,1859.9814
6,04/01/2016,1,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.07,5999.98,5579.9814
7,04/01/2016,1,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.07,529.99,492.8907
7,04/01/2016,1,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.1,999.99,899.991
7,04/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.1,858,772.2
8,04/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
8,04/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
9,05/01/2016,1,2016,Santa Cruz Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.1,7999.98,7199.982
10,05/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
11,05/01/2016,1,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.05,1799.99,1709.9905
11,05/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,2,0.1,539.98,485.982
11,05/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
12,06/01/2016,1,2016,Santa Cruz Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,2,0.1,5799.98,5219.982
12,06/01/2016,1,2016,Santa Cruz Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,1,0.05,1680.99,1596.9405
13,08/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.1,269.99,242.991
13,08/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.05,858,815.1
13,08/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.1,1199.98,1079.982
13,08/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.05,1199.98,1139.981
14,09/01/2016,1,2016,Santa Cruz Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.07,469.99,437.0907
15,09/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,2,0.07,1099.98,1022.9814
15,09/01/2016,1,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.07,1799.99,1673.9907
15,09/01/2016,1,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,2,0.05,898,853.1
15,09/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.2,599.98,479.984
16,12/01/2016,1,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.2,1799.99,1439.992
16,12/01/2016,1,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
16,12/01/2016,1,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.07,539.98,502.1814
16,12/01/2016,1,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.07,269.99,251.0907
17,12/01/2016,1,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.07,1799.99,1673.9907
17,12/01/2016,1,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,1,0.1,299.99,269.991
17,12/01/2016,1,2016,Santa Cruz Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.1,1320.99,1188.891
17,12/01/2016,1,2016,Santa Cruz Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
18,14/01/2016,1,2016,Santa Cruz Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,2,0.2,1499.98,1199.984
18,14/01/2016,1,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
18,14/01/2016,1,2016,Santa Cruz Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.1,3999.99,3599.991
18,14/01/2016,1,2016,Santa Cruz Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.05,999.98,949.981
18,14/01/2016,1,2016,Santa Cruz Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.1,5999.98,5399.982
19,14/01/2016,1,2016,Santa Cruz Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.07,1549,1440.57
19,14/01/2016,1,2016,Santa Cruz Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.2,5999.98,4799.984
20,14/01/2016,1,2016,Santa Cruz Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.07,2999.99,2789.9907
20,14/01/2016,1,2016,Santa Cruz Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.07,3098,2881.14
21,15/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.05,269.99,256.4905
21,15/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.1,429,386.1
21,15/01/2016,1,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,1,0.07,1549,1440.57
22,16/01/2016,1,2016,Santa Cruz Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,2,0.2,1059.98,847.984
22,16/01/2016,1,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
23,16/01/2016,1,2016,Santa Cruz Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,2,0.05,5799.98,5509.981
23,16/01/2016,1,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.1,599.98,539.982
23,16/01/2016,1,2016,Santa Cruz Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.2,269.99,215.992
24,18/01/2016,1,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.1,1999.98,1799.982
24,18/01/2016,1,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,2,0.07,898,835.14
25,18/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.2,599.98,479.984
25,18/01/2016,1,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.2,3098,2478.4
25,18/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.2,269.99,215.992
25,18/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,1,0.2,269.99,215.992
25,18/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.1,269.99,242.991
26,18/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.05,3999.99,3799.9905
26,18/01/2016,1,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,1,0.2,749.99,599.992
26,18/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,1,0.2,549.99,439.992
26,18/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.07,539.98,502.1814
27,19/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.2,1320.99,1056.792
27,19/01/2016,1,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.2,449,359.2
27,19/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
27,19/01/2016,1,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.07,1799.99,1673.9907
28,19/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.05,1320.99,1254.9405
28,19/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.2,7999.98,6399.984
28,19/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.1,539.98,485.982
28,19/01/2016,1,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.05,469.99,446.4905
29,20/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,2,0.05,1099.98,1044.981
29,20/01/2016,1,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.2,469.99,375.992
29,20/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.1,539.98,485.982
29,20/01/2016,1,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,1,0.2,1799.99,1439.992
29,20/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.05,539.98,512.981
30,20/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,1,0.05,599.99,569.9905
30,20/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.07,429,398.97
30,20/01/2016,1,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.1,449,404.1
30,20/01/2016,1,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.1,2899.99,2609.991
30,20/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.1,7999.98,7199.982
31,20/01/2016,1,2016,Rowlett Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,2,0.05,3361.98,3193.881
31,20/01/2016,1,2016,Rowlett Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,2,0.2,5999.98,4799.984
32,21/01/2016,1,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.07,3599.98,3347.9814
32,21/01/2016,1,2016,Santa Cruz Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,2,0.07,1099.98,1022.9814
32,21/01/2016,1,2016,Santa Cruz Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.1,999.98,899.982
33,21/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.07,599.98,557.9814
33,21/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.1,3999.99,3599.991
34,22/01/2016,1,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.07,3599.98,3347.9814
34,22/01/2016,1,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.1,3098,2788.2
34,22/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.2,858,686.4
35,22/01/2016,1,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.05,449,426.55
35,22/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.05,1199.98,1139.981
35,22/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.2,1320.99,1056.792
35,22/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.07,539.98,502.1814
35,22/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.07,269.99,251.0907
36,23/01/2016,1,2016,Baldwin Bikes,Trek Conduit+ - 2016,Electric Bikes,Trek,2999.99,1,0.07,2999.99,2789.9907
36,23/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.05,1320.99,1254.9405
36,23/01/2016,1,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.2,1999.98,1599.984
37,25/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.05,1199.98,1139.981
38,25/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,2,0.05,7999.98,7599.981
38,25/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,1,0.07,299.99,278.9907
38,25/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.2,499.99,399.992
38,25/01/2016,1,2016,Baldwin Bikes,Surly Straggler - 2016,Cyclocross Bicycles,Surly,1549,2,0.1,3098,2788.2
38,25/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Comfort Bicycles,Electra,549.99,1,0.07,549.99,511.4907
39,25/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,2,0.2,539.98,431.984
39,25/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,2,0.2,1199.98,959.984
39,25/01/2016,1,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,2,0.05,1999.98,1899.981
39,25/01/2016,1,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.1,529.99,476.991
40,27/01/2016,1,2016,Santa Cruz Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.2,429,343.2
40,27/01/2016,1,2016,Santa Cruz Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.2,3599.98,2879.984
41,27/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,1,0.1,1320.99,1188.891
41,27/01/2016,1,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,2,0.2,898,718.4
41,27/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.2,1199.98,959.984
42,27/01/2016,1,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,1,0.05,449,426.55
43,27/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.1,539.98,485.982
43,27/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 21D - 2016,Cruisers Bicycles,Electra,549.99,2,0.05,1099.98,1044.981
44,28/01/2016,1,2016,Baldwin Bikes,Trek Slash 8 27.5 - 2016,Mountain Bikes,Trek,3999.99,1,0.1,3999.99,3599.991
44,28/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Cruisers Bicycles,Electra,599.99,1,0.05,599.99,569.9905
45,28/01/2016,1,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,2,0.2,5799.98,4639.984
45,28/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.07,269.99,251.0907
45,28/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,2,0.05,539.98,512.981
46,29/01/2016,1,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,1,0.1,429,386.1
47,29/01/2016,1,2016,Baldwin Bikes,Surly Ice Cream Truck Frameset - 2016,Mountain Bikes,Surly,469.99,1,0.05,469.99,446.4905
47,29/01/2016,1,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.1,529.99,476.991
47,29/01/2016,1,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.07,999.98,929.9814
47,29/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.2,269.99,215.992
48,30/01/2016,1,2016,Baldwin Bikes,Surly Straggler 650b - 2016,Cyclocross Bicycles,Surly,1680.99,1,0.1,1680.99,1512.891
48,30/01/2016,1,2016,Baldwin Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.2,2899.99,2319.992
48,30/01/2016,1,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,2,0.1,2641.98,2377.782
48,30/01/2016,1,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.07,539.98,502.1814
49,31/01/2016,1,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.07,539.98,502.1814
50,31/01/2016,1,2016,Rowlett Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.05,999.99,949.9905
50,31/01/2016,1,2016,Rowlett Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
50,31/01/2016,1,2016,Rowlett Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,2,0.2,539.98,431.984
51,01/02/2016,2,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.05,269.99,256.4905
51,01/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,1,0.05,599.99,569.9905
51,01/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.2,1199.98,959.984
52,03/02/2016,2,2016,Santa Cruz Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.07,499.99,464.9907
53,03/02/2016,2,2016,Baldwin Bikes,Trek Remedy 29 Carbon Frameset - 2016,Mountain Bikes,Trek,1799.99,2,0.2,3599.98,2879.984
53,03/02/2016,2,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.05,599.98,569.981
53,03/02/2016,2,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.2,539.98,431.984
53,03/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.1,999.98,899.982
54,04/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D EQ - 2016,Comfort Bicycles,Electra,599.99,2,0.2,1199.98,959.984
54,04/02/2016,2,2016,Baldwin Bikes,Surly Wednesday Frameset - 2016,Mountain Bikes,Surly,999.99,1,0.2,999.99,799.992
55,04/02/2016,2,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
55,04/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,2,0.2,999.98,799.984
55,04/02/2016,2,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,2,0.2,1059.98,847.984
56,04/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D EQ - Women's - 2016,Cruisers Bicycles,Electra,599.99,2,0.07,1199.98,1115.9814
57,04/02/2016,2,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,2,0.1,599.98,539.982
57,04/02/2016,2,2016,Baldwin Bikes,Pure Cycles William 3-Speed - 2016,Cruisers Bicycles,Pure Cycles,449,2,0.2,898,718.4
57,04/02/2016,2,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Cruisers Bicycles,Electra,269.99,1,0.07,269.99,251.0907
58,05/02/2016,2,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.05,539.98,512.981
58,05/02/2016,2,2016,Baldwin Bikes,Pure Cycles Western 3-Speed - Women's - 2015/2016,Cruisers Bicycles,Pure Cycles,449,1,0.07,449,417.57
58,05/02/2016,2,2016,Baldwin Bikes,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,Children Bicycles,Electra,299.99,1,0.1,299.99,269.991
59,05/02/2016,2,2016,Baldwin Bikes,Electra Cruiser 1 (24-Inch) - 2016,Children Bicycles,Electra,269.99,1,0.05,269.99,256.4905
59,05/02/2016,2,2016,Baldwin Bikes,Ritchey Timberwolf Frameset - 2016,Mountain Bikes,Ritchey,749.99,1,0.1,749.99,674.991
59,05/02/2016,2,2016,Baldwin Bikes,Pure Cycles Vine 8-Speed - 2016,Cruisers Bicycles,Pure Cycles,429,2,0.1,858,772.2
60,06/02/2016,2,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Cruisers Bicycles,Electra,269.99,2,0.05,539.98,512.981
60,06/02/2016,2,2016,Santa Cruz Bikes,Trek Fuel EX 8 29 - 2016,Mountain Bikes,Trek,2899.99,1,0.1,2899.99,2609.991
60,06/02/2016,2,2016,Santa Cruz Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,1,0.07,529.99,492.8907
60,06/02/2016,2,2016,Santa Cruz Bikes,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,Children Bicycles,Electra,269.99,1,0.2,269.99,215.992
61,06/02/2016,2,2016,Baldwin Bikes,Electra Townie Original 7D - 2015/2016,Comfort Bicycles,Electra,499.99,1,0.1,499.99,449.991
61,06/02/2016,2,2016,Baldwin Bikes,Electra Moto 1 - 2016,Cruisers Bicycles,Electra,529.99,2,0.05,1059.98,1006.981
61,06/02/2016,2,2016,Baldwin Bikes,Heller Shagamaw Frame - 2016,Mountain Bikes,Heller,1320.99,2,0.2,2641.98,2113.584
